 ,Area,Mean,Min,Max,Angle,Length
606,3.624,1406.272,1145.294,1599.944,+AC0-169.992,7.708
607,5.721,1311.807,1068,1524.503,+AC0-74.055,12.717
608,5.721,1262.613,1074.468,1393.647,+AC0-150.018,12.784
609,5.34,1237.513,1065.981,1449.911,+AC0-58.671,11.635
610,4.577,1258.419,1111.826,1431.973,+AC0-145.62,10.094
611,5.149,1283.579,1087.332,1387.974,+AC0-94.399,11.414
612,5.531,1244.805,1084.706,1411.778,158.962,12.165
613,4.768,1260.064,1090.334,1361,+AC0-124.992,10.661
614,4.577,1337.127,1159,1413.145,+AC0-39.806,10.14
615,5.912,1205.526,1099.542,1313.32,+AC0-105.422,13.278
616,6.484,1243.72,1047.113,1349.617,+AC0-22.751,14.49
617,4.768,1555.123,1316.667,1760.917,+AC0-48.366,10.517
618,4.005,1631.907,1451.333,1833.967,+AC0-153.435,8.855
619,3.814,1367.64,1188.157,1532.316,+AC0-90,8.152
620,3.814,1379.385,1165.816,1527.067,158.749,8.383
621,3.814,1302.005,1169.445,1418.883,+AC0-115.201,8.337
622,4.768,1316.311,1161.547,1433,+AC0-27.646,10.55
623,4.768,933.33,837,1002.499,+AC0-55.008,10.661
624,4.386,910.058,777.777,1006.414,+AC0-140.528,9.73
625,7.629,721.227,616.012,841.683,+AC0-61.504,17.194
626,5.912,743.71,621.042,882.765,+AC0-135,12.971
627,8.201,1123.483,964.843,1263.195,+AC0-47.911,18.135
628,5.149,1113.656,992.207,1247.891,+AC0-125.538,11.238
629,5.149,909.01,736.103,1045.462,+AC0-94.399,11.388
630,3.814,957.391,846,1028.434,+AC0-18.435,8.478
631,7.819,1044.756,897.543,1151.709,+AC0-40.914,17.558
632,5.34,1054.848,847.69,1150.864,+AC0-133.531,11.947
633,7.247,1081.826,935.788,1197.564,+AC0-49.399,16.105
634,4.386,1088.742,934.777,1199,+AC0-127.405,9.55
635,5.721,902.527,784.884,1123.621,+AC0-71.565,12.613
636,4.959,904.705,819.936,1025.377,+AC0-143.13,11.006
637,5.149,1020.45,882.112,1132.026,+AC0-94.399,11.369
638,5.721,1039.13,906.333,1103.708,167.905,12.505
639,6.294,1010.873,886.867,1149.875,+AC0-82.648,13.795
640,5.34,1010.881,902.957,1129.22,173.66,11.736
641,4.386,954.912,715.978,1152.744,+AC0-74.055,9.678
642,3.242,954.631,818.334,1041.62,+AC0-168.69,6.853
643,5.721,1232.371,1059.379,1382.071,+AC0-91.975,12.813
644,5.34,1266.727,1087.333,1454.912,175.601,11.704
645,4.768,1188.893,1070.666,1262.424,+AC0-75.379,10.521
646,4.005,1173.738,1026,1267.5,+AC0-174.289,8.778
647,6.103,1078.114,938.011,1222.538,+AC0-71.565,13.721
648,4.577,1087.897,960.92,1189.106,+AC0-160.017,10.127
649,6.294,1034.396,873.778,1111.264,+AC0-82.875,13.795
650,4.577,1009.592,891.999,1134.696,180,10.19
651,5.721,1072.443,860.41,1200.638,+AC0-117.474,12.502
652,5.531,1058.931,810.333,1180.795,143.973,12.116
653,4.768,1041.326,877.334,1246.315,+AC0-106.928,10.404
654,4.196,1120.627,919.334,1277.652,+AC0-35.218,9.044
655,6.484,1104.745,928.333,1244.823,+AC0-68.199,14.278
656,6.103,1122.254,950.567,1225.992,+AC0-169.046,13.646
657,5.149,981.941,814.667,1085.326,+AC0-65.376,11.328
658,4.005,959.783,763.667,1075.387,+AC0-143.13,8.734
659,5.34,1389.714,1229.665,1526.817,+AC0-24.624,11.591
660,4.768,1410.75,1228.222,1522.777,+AC0-109.179,10.497
661,5.721,1213.125,896,1372.772,+AC0-56.31,12.597
662,4.196,1256.121,1137.345,1314.244,+AC0-155.772,9.253
663,7.819,1240.362,1068.734,1346.333,+AC0-70.641,17.312
664,4.768,1252.335,1021.999,1375.012,21.371,10.598
665,5.34,1220.089,1049,1377.986,+AC0-92.121,11.649
666,4.196,1224.044,970,1381.279,16.699,9.321
667,3.624,1041.1,867.278,1200.211,+AC0-99.462,7.708
668,2.67,998.384,825.828,1137.393,161.565,5.895
669,5.531,1216.982,1010.555,1323.065,+AC0-142.306,12.231
670,3.051,1252.809,1137.665,1360.512,+AC0-56.31,6.464
671,4.959,1103.862,992,1220.762,+AC0-113.499,10.819
672,3.624,1135.028,1047.605,1187.823,146.31,7.92
673,4.768,1063.499,929.109,1203.535,+AC0-109.179,10.681
674,4.196,1085.513,981.666,1175.143,+AC0-25.346,8.988
675,4.386,1045.934,890.333,1178.402,+AC0-103.392,9.603
676,3.624,1091.454,939.678,1199.124,6.34,7.882
677,5.721,1088.743,922.666,1196.436,+AC0-57.995,12.533
678,3.433,1049.163,924.666,1137.203,+AC0-137.49,7.208
679,4.768,973.532,846.334,1146.941,+AC0-70.821,10.45
680,3.624,944.62,820,1080.161,+AC0-150.642,7.947
681,4.005,1122.839,965.001,1258.069,+AC0-81.027,8.523
682,3.242,1122.211,941,1253.554,+AC0-137.49,7.012
683,4.196,1407.907,1202,1530.434,33.69,9.289
684,3.051,1366.15,1158.667,1484.479,+AC0-61.699,6.392
685,4.768,1202.028,1048.333,1330.667,+AC0-73.072,10.404
686,3.624,1224.607,1079.666,1341.31,+AC0-153.435,7.812
687,4.386,1188.485,996.835,1405.893,+AC0-43.152,9.678
688,3.433,1238.59,1074,1407.017,+AC0-130.236,7.457
689,3.242,1205.215,0,1416,+AC0-75.964,6.853
690,3.624,1255.29,1091.334,1426.668,+AC0-176.82,7.866
691,4.196,1359.943,1157.667,1551.816,+AC0-60.945,9.137
692,3.624,1411.77,1258.333,1557.333,+AC0-150.642,7.947
693,3.624,1364.38,1213.333,1519.666,+AC0-59.036,7.692
694,3.814,1344.022,1236.986,1472.56,+AC0-128.66,8.503
695,3.814,1275.946,1098.667,1407.608,+AC0-107.526,8.478
696,3.814,1279.482,1134.791,1442.683,156.038,8.337
697,5.34,1049.243,868.623,1259.367,+AC0-67.068,12.004
698,5.34,1020.394,768,1178.054,+AC0-143.973,11.711
699,3.624,961.966,843.929,1084.412,+AC0-60.642,7.692
700,3.624,952.537,861.63,1073.543,+AC0-137.291,7.834
701,8.01,723.866,551.778,888.178,+AC0-67.166,18.006
702,6.294,730.359,568.667,896.459,+AC0-140.194,13.831
703,3.051,935.889,809.444,1026.48,+AC0-113.199,6.652
704,4.196,875.313,712.279,1048.296,+AC0-25.346,9.253
705,5.721,1196.343,1021.29,1364.698,+AC0-65.225,12.63
706,3.242,1128.071,910.334,1238.611,+AC0-153.435,6.902
707,4.768,1158.937,1031.881,1252.111,+AC0-61.189,10.293
708,3.624,1173.856,1054.666,1272.802,29.358,7.947
709,3.242,1318.17,1129.667,1461.667,+AC0-90,6.987
710,3.433,1328.614,1183.445,1448.57,169.38,7.371
711,3.242,1190.927,1042.89,1275.222,+AC0-60.255,6.79
712,2.479,1155.99,996.888,1283.593,55.008,5.249
713,2.289,1083.736,977.667,1162.687,+AC0-111.801,4.819
714,2.67,1093.46,994,1193.207,171.254,5.6
715,4.959,1101.926,945.667,1202.597,+AC0-78.69,10.963
716,3.814,1095.34,886.666,1203.354,+AC0-150.642,8.089
717,4.005,1114.217,974.333,1244.582,+AC0-43.025,8.855
718,3.814,1128.48,1038.241,1243.735,+AC0-135,8.443
719,7.629,1141.31,994.555,1213.144,+AC0-11.592,17.187
720,3.624,1106.684,1030.778,1157.481,+AC0-96.34,7.909
721,6.484,1267.918,1068.512,1434.865,+AC0-34.16,14.455
722,3.814,1295.058,1129.17,1453.599,+AC0-115.201,8.204
723,3.814,1328.52,1045,1497.684,+AC0-71.565,8.286
724,3.624,1335.175,1148.5,1499.75,+AC0-141.843,7.948
725,3.624,1328.637,1232,1445.278,+AC0-83.66,7.909
726,2.67,1339.301,1153.5,1452.997,+AC0-171.254,5.528
727,3.433,1361.159,1232,1497.647,+AC0-100.008,7.58
728,3.242,1366.121,1221.969,1487.125,140.194,6.822
