 ,Area,Mean,Min,Max,Angle,Length
494,5.298,1228.637,855.778,1509.588,168.408,14.37
495,4.9,1528.036,1340,1732,+AC0-48.366,13.147
496,4.9,1673.536,1224,1887.09,58.496,13.232
497,3.973,1570.909,1149,2041.416,+AC0-69.677,10.478
498,3.973,1609.718,1356,1880.691,17.819,10.703
499,3.841,1234.904,1135,1348.107,+AC0-87.955,10.196
500,4.9,1034.275,432,1343.167,170.538,13.282
501,4.238,1541.979,1095,1742.253,26.565,11.393
502,4.635,1533.337,1236,1712.922,103.627,12.357
503,4.503,1495.14,1335.565,1730.646,+AC0-74.291,12.131
504,5.96,1305.092,994.627,1539.333,151.699,16.071
505,5.563,1597.277,1423.556,1775.38,+AC0-122.152,15.073
506,4.9,1655.979,1440.667,1803.901,152.021,13.244
507,4.503,1423.544,1281.778,1550.35,+AC0-53.471,12.131
508,3.841,1434.025,1333.51,1490.286,59.744,10.236
509,2.781,1557.112,1446.667,1658.84,+AC0-67.166,7.391
510,3.841,1453.878,1205.667,1576.381,171.87,10.293
511,5.033,2012.245,1750,2259.11,+AC0-77.471,13.421
512,5.563,1864.163,1555.513,2034.042,165.964,15.005
513,4.635,1404.401,1176,1507.979,+AC0-54.462,12.522
514,4.503,1369.355,1153.504,1456.928,+AC0-154.983,12.048
515,4.635,1306.237,1133.412,1419.235,+AC0-83.29,12.459
516,4.238,1309.059,1128,1396.07,168.69,11.134
517,3.841,1493.079,1131,1814.571,+AC0-149.744,10.112
518,4.371,1462.261,1153,1553.5,119.745,11.736
519,3.576,1310.399,982,1458.692,+AC0-85.601,9.49
520,5.033,1431.026,1294,1747,180,13.829
521,5.033,1364.906,1049.667,1533.758,+AC0-86.906,13.595
522,4.9,1278.036,639.222,1580.402,158.499,13.065
523,4.106,1520.791,1131.444,1876.12,+AC0-97.853,10.774
524,5.165,1521.586,1194.092,1942.546,156.801,13.699
525,3.311,1705.12,1554,1929.556,+AC0-90,8.734
526,3.973,1681.817,1458.667,1816.704,146.31,10.497
527,4.106,1936.425,1547,2290.778,+AC0-70.346,10.82
528,2.914,1917.915,1570.667,2091.619,0,7.764
529,4.371,1452.971,1305.056,1532.444,+AC0-81.119,11.806
530,5.695,1491.665,1237.594,1688.802,167.905,15.421
531,2.914,1622.447,1359.111,1793.041,+AC0-92.603,7.779
532,5.033,1616.652,1041.111,1847.741,158.199,13.517
533,3.973,1452.787,1234.667,1596.748,+AC0-84.289,10.719
534,5.563,1439.787,1226,1627.005,160.253,14.885
535,5.563,1439.787,1226,1627.005,160.253,14.885
536,2.516,1071.41,938.667,1120.572,+AC0-77.471,6.474
537,3.576,875.778,347,1211.473,+AC0-167.005,9.533
538,3.841,1271.61,1074.238,1383.952,+AC0-68.962,10.282
539,3.708,1281.001,1125,1398.777,46.469,9.956
540,2.649,1756.321,1222,2003.26,+AC0-72.474,7.065
541,3.443,1559.482,1004,1907.483,+AC0-148.241,9.155
542,4.106,1524.669,1047.333,1871.12,+AC0-166.866,11.004
543,2.516,1440.403,1323,1513.103,+AC0-105.524,6.533
544,3.046,1335.894,1069,1455.314,158.199,7.839
545,2.119,1289.599,945.556,1522.704,+AC0-118.301,5.425
546,3.311,1221.008,755,1339.696,160.017,8.831
547,2.384,1975.556,1784,2145,+AC0-90,6.551
548,3.179,1835.431,1503,2074.096,162.35,8.402
549,3.046,1360.286,1096.556,1535.636,+AC0-105.945,8.003
550,3.841,1289.439,949.333,1488.136,163.496,10.132
551,1.854,2136.536,1826.111,2394.803,+AC0-90,4.852
552,3.311,1796.85,1253,2346.333,172.875,8.788
553,1.987,1814.28,1548.222,1929.694,+AC0-102.095,4.948
554,2.516,1739.116,1215.333,1892.432,+AC0-9.462,6.424
555,2.649,1368.35,1063.111,1508.982,+AC0-90,7.036
556,2.516,1355.143,948,1521.181,153.435,6.728
557,2.781,1754.952,1507.667,1884.656,+AC0-87.138,7.283
558,3.311,1739.738,1437.111,1905.839,+AC0-27.646,8.68
559,2.914,1051.616,727,1154.556,+AC0-90,7.764
560,3.708,1057.075,621,1338.426,162.897,9.668
561,2.781,1480.486,1295,1575.5,+AC0-84.289,7.315
562,2.516,1470.155,1325.167,1561.704,+AC0-19.44,6.561
563,2.649,1485.65,1181,1629,+AC0-90,7.278
564,3.179,1436.331,1256.066,1523.357,+AC0-15.255,8.299
565,2.119,1598.562,1442,1769,+AC0-90,5.823
566,2.781,1560.162,1309,1685.2,+AC0-11.31,7.423
567,2.251,1510.599,1300,1674.438,+AC0-93.576,5.834
568,3.046,1330.789,1080,1469,161.565,8.056
569,3.046,1585.688,1425,1655.636,+AC0-84.806,8.039
570,4.238,1666.64,1399,1911.248,168.69,11.134
571,3.708,1590.595,1390,1780,+AC0-77.005,9.711
572,5.96,1513.761,1011.318,1961.818,172.235,16.161
573,2.649,1614.923,1444.444,1749.387,+AC0-86.82,6.811
574,3.179,1593.256,1481.222,1646.089,+AC0-5.194,8.306
575,3.179,1607.246,1306.503,2021.381,+AC0-82.569,8.239
576,2.914,1644.813,1208,2023.179,180,7.645
577,3.973,1469.167,1129,1652.431,+AC0-86.186,10.686
578,4.635,1433.338,1263,1575.281,161.03,12.275
579,3.179,1830.293,1606.333,1951.333,+AC0-90,8.249
580,3.973,1610.534,1232.333,1915.516,174.289,10.719
581,3.973,1368.487,1166.667,1469.977,+AC0-90,10.675
582,5.96,1402.182,1101.128,1798.005,166.908,16.005
583,3.973,1174.644,865.966,1467.828,+AC0-90,10.675
584,3.708,1362.502,1285.096,1460.508,173.66,9.753
585,3.576,1021.965,655.667,1294.852,+AC0-74.358,9.533
586,3.443,1079.91,957.313,1197.223,+AC0-175.601,9.232
587,2.781,1263.53,1153.867,1371.578,+AC0-87.138,7.295
588,4.238,1258.829,1112.667,1466.678,176.309,11.202
589,2.914,1526.039,1301,1649.068,+AC0-73.301,7.672
590,3.046,1414.5,984.333,1627.264,+AC0-158.199,7.839
591,3.973,1858.984,1575,2178.729,+AC0-105.945,10.598
592,4.503,1661.68,1402,1789.053,165.964,12.004
593,4.635,1294.539,964,1513.114,+AC0-35.538,12.522
594,5.96,1267.705,927,1524.091,30.069,15.98
595,3.576,1537.322,1280,1682.077,+AC0-98.746,9.573
596,5.033,1522.681,1165.813,1731.176,150.642,13.362
597,3.708,1667.107,1164,2053,+AC0-90,10.19
598,4.106,1700.692,1351,2083.196,+AC0-28.301,10.747
599,3.443,1182.962,998,1271,+AC0-90,9.462
600,5.43,1165.994,794,1602.28,162.474,14.502
601,5.43,1510.028,1360,1638.5,+AC0-92.862,14.575
602,5.695,1358.151,1126.238,1598.238,174.56,15.354
603,3.443,1402.423,1149,1532,+AC0-90,9.462
604,4.503,1394.618,1122,1522,180,12.373
605,4.635,1576.8,1451,1661.003,+AC0-72.646,12.201
606,6.092,1631.971,1410.167,1856.92,+AC0-159.146,16.356
607,4.106,1482.781,1041,1748.067,+AC0-97.595,11.014
608,4.9,1363.208,1045,1614.222,160.56,13.121
609,4.9,1653.147,1560.889,1814.086,+AC0-63.435,13.02
610,3.311,1569.543,1334,1710.333,+AC0-175.236,8.764
611,3.046,1599.016,1292,1864.818,+AC0-84.806,8.039
612,4.371,1542.011,1165.25,1774.75,172.875,11.736
613,2.781,1743.821,1487,1875.28,+AC0-113.962,7.168
614,4.768,1787.044,1577,1905,149.036,12.732
615,2.781,1395.069,1301.667,1493.333,+AC0-57.095,7.407
616,3.311,1414.825,1247.444,1641.481,33.024,8.748
617,5.165,1414.172,1197.147,1544.136,+AC0-79.563,13.801
618,5.96,1580.819,1262.333,1786.354,177.397,16.042
619,3.311,1603.649,1485.111,1695.481,+AC0-82.875,8.788
620,3.443,1579.964,1333,1678.089,175.601,9.27
621,2.649,1479.126,1390.556,1509.386,+AC0-90,6.793
622,2.914,1497.893,1256,1615.287,+AC0-171.87,7.824
623,2.384,1665.471,1484,1811.311,+AC0-83.66,6.327
624,3.046,1654.45,1242.333,1877.778,10.784,7.899
625,2.781,1194.324,938.889,1330.333,+AC0-87.138,7.295
626,2.914,1227.304,1059.333,1346.302,0,7.764
627,3.973,1357.306,1199,1447,+AC0-74.055,10.598
628,7.549,1137.432,596.705,1481.893,+AC0-165.466,20.302
629,4.635,1068.118,937.471,1271.941,+AC0-86.634,12.395
630,5.165,1037.088,817,1140.485,161.565,13.81
631,4.106,1508.307,1339,1716.422,+AC0-70.346,10.82
632,5.165,1453.669,1234,1652.684,6.009,13.906
633,4.238,1571.684,1263.111,1722.617,+AC0-65.095,11.286
634,4.371,1616.211,1291,1871.021,+AC0-151.821,11.503
635,3.046,1718.036,1378.778,1983.333,+AC0-100.305,7.899
636,3.973,1800.715,1541.667,1978.471,146.31,10.497
637,2.649,1792.786,1607.349,1961.676,+AC0-96.34,6.811
638,2.781,1585.478,1230,1750.418,+AC0-31.43,7.407
639,2.119,1762.138,1569.667,1849.689,+AC0-90,5.338
640,4.238,1560.637,1085.333,1858.896,159.228,11.359
641,3.179,1658.441,1503,1762.155,+AC0-54.162,8.348
642,3.046,1715.763,1577.366,1896.182,32.276,8.076
643,2.516,1499.817,1369.667,1683.667,+AC0-141.843,6.6
644,3.708,1430.673,1021,1615.523,140.711,10.003
645,3.576,1771.782,1399.444,1946.56,+AC0-79.114,9.421
646,3.973,1655.913,1393.789,1815.577,165.964,10.475
647,3.443,1674.147,1472,1819.387,+AC0-48.366,8.947
648,3.576,1704.875,1391.667,1866.158,51.34,9.321
649,3.576,1128.138,860.782,1409.667,+AC0-54.462,9.421
650,3.576,1276.822,1150.333,1373.795,49.635,9.632
651,3.708,1555.074,1427.37,1752.288,+AC0-81.573,9.813
652,3.443,1479.061,1268.111,1561.8,165.964,9.065
653,3.046,1268.778,876.333,1418.628,+AC0-39.472,7.958
654,2.516,1246.583,923,1455.115,33.69,6.6
655,2.649,1786.851,1583.162,2021.545,+AC0-29.358,6.741
656,3.046,1638.486,1417.444,1783.882,37.405,7.958
657,2.914,1380.478,1255.333,1481.457,+AC0-64.654,7.595
658,3.046,1476.252,1314,1638.494,+AC0-169.695,7.899
659,4.371,1487.75,1326.125,1622.667,+AC0-25.769,11.726
660,4.238,1332.954,1084.256,1671.459,72.759,11.202
661,2.384,1598.036,1399.333,1709.812,+AC0-86.82,6.327
662,3.576,1367.205,1071.667,1588.821,151.39,9.334
663,4.238,1374.541,1197,1545.388,+AC0-69.864,11.359
664,4.9,1334.718,1185,1473.333,+AC0-3.18,13.137
665,3.443,1456.923,1189.889,1589.751,+AC0-71.565,9.207
666,3.841,1430.675,1260.333,1590,+AC0-4.086,10.201
667,3.841,1520.521,1283.556,1665.413,+AC0-47.862,10.316
668,3.708,1656.498,1423.42,1999.87,55.713,9.825
669,3.179,1676.234,1434.333,1837.068,+AC0-61.189,8.249
670,4.106,1832.211,1427.333,2133.526,41.009,11.001
671,3.708,1457.747,1251.556,1679,+AC0-63.435,9.765
672,3.443,1543.421,1418,1788.676,55.008,9.026
673,2.516,1489.994,1269.222,1564.296,+AC0-63.435,6.51
674,3.576,1498.051,1263.333,1590.179,15.642,9.533
675,3.311,1644.551,1489.148,1908.926,+AC0-70.821,8.748
676,3.311,1637.213,1458.889,1791.389,9.462,8.855
677,3.708,1200.332,1070.874,1304.919,+AC0-67.068,10.003
678,4.106,1215.835,905,1363.443,+AC0-160.346,10.741
679,3.708,1635.023,1491.506,1755.333,+AC0-116.565,9.765
680,4.635,1546.677,1301,1827.706,+AC0-176.634,12.395
681,3.708,1584.691,1311.145,1767.628,156.251,9.94
682,2.516,1517.178,1339,1601.333,60.642,6.681
683,2.914,1543.951,1462,1626.007,+AC0-106.699,7.599
684,3.443,1516.604,1311,1657.694,158.629,8.988
685,2.914,1599.163,1494.503,1759.538,+AC0-48.814,7.767
686,4.503,1557.015,1341.889,1740.94,+AC0-88.264,12.14
687,5.165,1470.284,1182,1596.629,161.565,13.81
688,3.179,1323.639,1054.778,1463.047,+AC0-85.03,8.306
689,3.708,1227.125,804.333,1430.048,156.251,10.003
690,2.516,1490.048,1176.222,1657.385,+AC0-96.71,6.382
691,2.649,1549.055,1235.667,1668.985,+AC0-22.38,6.758
692,2.781,1709.63,1388.667,1831.222,+AC0-90,7.278
693,2.649,1760.184,1485,1855.733,22.38,6.758
694,2.781,1826.741,1615.444,1928.2,+AC0-101.31,7.423
695,3.311,1739.909,1430.222,1910.296,133.264,8.585
696,2.384,1563.604,1263,1642.851,+AC0-86.634,6.327
697,2.649,1587.678,1386,1731.193,180,6.793
698,2.649,1412.675,1245.667,1490.52,+AC0-66.038,6.947
699,3.443,1470.384,1344.779,1606.76,49.899,8.947
700,3.179,1479.988,1273.667,1624.106,+AC0-85.03,8.306
701,3.708,1483.6,1141.222,1608.206,177.797,9.717
702,3.311,1379.847,1269.778,1496.444,+AC0-87.614,8.748
703,5.96,1335.508,1028.889,1495.495,+AC0-176.1,16.042
704,3.179,1458.935,1340.111,1618.549,+AC0-97.431,8.306
705,3.973,1416.53,1179.556,1649.187,143.531,10.384
706,2.914,1218.86,822.667,1346.716,+AC0-81.87,7.824
707,3.179,1211.544,932.667,1383.382,160.017,8.292
708,2.516,1509.858,1381.111,1650.063,+AC0-74.476,6.6
709,3.841,1423.486,1108.952,1562.667,171.87,10.293
710,3.973,1472.834,1256.889,1647.192,+AC0-79.875,10.373
711,3.708,1376.592,1030.111,1568.691,175.601,9.753
712,3.046,1356.452,1228,1581.222,+AC0-79.216,7.899
713,3.443,1363.47,1204,1498.603,165.964,8.947
714,3.046,1759.356,1510.667,1898.821,+AC0-79.216,7.899
715,2.781,1713.642,1428.111,1919.147,23.962,7.391
716,3.311,1296.271,947,1435,+AC0-85.236,8.788
717,3.046,1332.716,750,1578.218,+AC0-21.801,7.839
718,4.371,1272.653,742.667,1680.5,7.125,11.736
719,2.384,1181.007,980,1304.057,86.82,6.327
720,2.914,1818.437,1747.537,1960.667,+AC0-95.44,7.824
721,3.311,1726.203,1677.951,1822.333,152.354,8.68
722,2.516,1715.147,1535,1858.123,+AC0-80.538,6.382
723,3.576,1748.332,1561,1885.441,168.69,9.421
724,4.238,1430.557,1158.667,1620.314,172.648,11.255
725,3.179,1562.553,1278,1697.058,+AC0-90,8.249
726,2.781,1218.914,1036.667,1305.267,+AC0-78.69,7.423
727,1.987,2045.467,1776,2208,+AC0-90,5.095
728,2.781,1928.489,1463.5,2193.762,171.469,7.389
729,3.841,1365.667,1157,1458.189,+AC0-64.359,10.092
730,3.046,1338.496,1015,1521.182,7.765,8.08
731,2.516,1529.158,1251,1880,+AC0-90,6.915
732,2.781,1559.176,1346,1637.35,171.469,7.36
733,3.443,1389.927,1203.333,1551.533,+AC0-90,9.219
734,3.841,1367.997,1087.968,1538.698,171.87,10.293
735,3.311,1196.041,980,1309.049,+AC0-63.435,8.68
736,3.046,1214.424,826.778,1341.245,+AC0-169.216,7.899
737,3.443,1062.66,954.076,1235.627,+AC0-75.964,8.947
738,4.635,997.169,706.778,1191.887,159.444,12.437
739,2.649,1419.088,1224.889,1545.131,+AC0-72.474,7.065
740,3.179,1521.111,1045.889,1740.685,+AC0-175.03,8.306
741,2.384,1628.521,1335.444,1787.137,+AC0-90,6.308
742,3.179,1554.688,1111,1851.791,175.03,8.306
743,3.708,1638.645,1214.333,1955.073,+AC0-85.764,9.717
744,3.576,1570.767,1418.961,1690.984,152.447,9.334
745,3.443,1579.638,1491.932,1667.658,+AC0-75.964,8.947
746,3.311,1517.952,1261.333,1659.667,177.614,8.748
747,3.708,1160.904,971.667,1348.636,+AC0-72.255,9.668
748,3.973,1118.866,771,1235.454,174.289,10.719
749,2.649,1449.639,1265.333,1534.047,+AC0-81.027,6.862
750,3.179,1535.562,1278.111,1688.992,10.305,8.376
751,2.649,1665.892,1453.822,1773.114,+AC0-78.111,6.947
752,2.914,1686.515,1428.444,1790.551,+AC0-177.274,7.779
753,3.443,1599.838,1497.787,1748.057,+AC0-83.157,9.27
754,2.914,1697.082,1289,1956,0,7.764
755,4.9,1179.434,1032,1404.605,+AC0-85.236,13.137
756,5.165,1164.298,889,1333.521,171.027,13.724
757,2.781,1474.572,1208.667,1588.222,+AC0-84.289,7.343
758,2.914,1438.113,1285.333,1578.201,180,7.764
759,2.781,1302.909,1135.111,1434.444,+AC0-69.775,7.213
760,2.119,1272.061,1068.333,1427.04,45,5.49
